locus_tag	ftype	length_bp	gene	EC_number	COG	product
HFFIBJOL_00423	CDS	636	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
HFFIBJOL_00424	CDS	849				hypothetical protein
HFFIBJOL_00425	CDS	1947	shc_1	4.2.1.129	COG1657	Squalene--hopene cyclase
HFFIBJOL_00426	CDS	372				hypothetical protein
HFFIBJOL_00427	CDS	402				hypothetical protein
HFFIBJOL_00428	CDS	465				hypothetical protein
HFFIBJOL_00429	CDS	2421				hypothetical protein
HFFIBJOL_00430	CDS	759				hypothetical protein
HFFIBJOL_00431	CDS	2895				hypothetical protein
HFFIBJOL_00432	CDS	345				hypothetical protein
HFFIBJOL_00433	CDS	957				hypothetical protein
HFFIBJOL_00434	CDS	675				hypothetical protein
HFFIBJOL_00435	CDS	939				hypothetical protein
HFFIBJOL_00436	CDS	999	fabH_1	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
HFFIBJOL_00437	CDS	5607				hypothetical protein
HFFIBJOL_00438	CDS	6213	dhbF_3		COG1020	Dimodular nonribosomal peptide synthase
HFFIBJOL_00439	CDS	909	oxyR_2			Hydrogen peroxide-inducible genes activator
HFFIBJOL_00440	CDS	828	rhtA_1		COG5006	Threonine/homoserine exporter RhtA
HFFIBJOL_00441	CDS	1950				hypothetical protein
HFFIBJOL_00442	CDS	339				hypothetical protein
HFFIBJOL_00443	CDS	159				hypothetical protein
HFFIBJOL_00444	CDS	228				hypothetical protein
HFFIBJOL_00445	CDS	795	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HFFIBJOL_00446	CDS	1440				hypothetical protein
HFFIBJOL_00447	CDS	309				hypothetical protein
HFFIBJOL_00448	CDS	762	glpR_1		COG1349	Glycerol-3-phosphate regulon repressor
HFFIBJOL_00449	CDS	1410				hypothetical protein
HFFIBJOL_00450	CDS	999	sugA		COG1175	Trehalose transport system permease protein SugA
HFFIBJOL_00451	CDS	867	dasC_1		COG0395	Diacetylchitobiose uptake system permease protein DasC
HFFIBJOL_00452	CDS	993		1.1.1.407	COG1063	D-altritol 5-dehydrogenase
HFFIBJOL_00453	CDS	681				hypothetical protein
HFFIBJOL_00454	CDS	519				hypothetical protein
HFFIBJOL_00455	CDS	996	mshD_1	2.3.1.189		Mycothiol acetyltransferase
HFFIBJOL_00456	CDS	1320				hypothetical protein
HFFIBJOL_00457	CDS	1023				hypothetical protein
HFFIBJOL_00458	CDS	873	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
HFFIBJOL_00459	CDS	624	arpA_3			A-factor receptor protein
HFFIBJOL_00460	CDS	255				hypothetical protein
HFFIBJOL_00461	CDS	1281				hypothetical protein
HFFIBJOL_00462	CDS	1137				hypothetical protein
HFFIBJOL_00463	CDS	3855				hypothetical protein
HFFIBJOL_00464	CDS	336				hypothetical protein
HFFIBJOL_00465	CDS	261				hypothetical protein
HFFIBJOL_00466	CDS	2013				hypothetical protein
HFFIBJOL_00467	tRNA	94				tRNA-Trp(cca)
HFFIBJOL_00468	CDS	1929	lgrD_1			Linear gramicidin synthase subunit D
HFFIBJOL_00469	CDS	903				hypothetical protein
HFFIBJOL_00470	CDS	846	rebM	2.1.1.164		Demethylrebeccamycin-D-glucose O-methyltransferase
HFFIBJOL_00471	CDS	1194	mycG_2	1.14.-.-		Mycinamicin IV hydroxylase/epoxidase
HFFIBJOL_00472	CDS	552				Calerythrin
HFFIBJOL_00473	CDS	825	sigF_2		COG1191	RNA polymerase sigma factor SigF
HFFIBJOL_00474	CDS	4245				hypothetical protein
HFFIBJOL_00475	CDS	3642				hypothetical protein
HFFIBJOL_00476	CDS	1506		3.1.1.1	COG2272	Carboxylesterase
HFFIBJOL_00477	CDS	915	ytnP	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
HFFIBJOL_00478	CDS	2811				hypothetical protein
HFFIBJOL_00479	CDS	759	mca_1	3.5.1.115	COG2120	Mycothiol S-conjugate amidase
HFFIBJOL_00480	CDS	579				hypothetical protein
HFFIBJOL_00481	CDS	1101				hypothetical protein
HFFIBJOL_00482	CDS	696				hypothetical protein
HFFIBJOL_00483	tRNA	82				tRNA-Gly(gcc)
HFFIBJOL_00484	CDS	435				hypothetical protein
HFFIBJOL_00485	CDS	990				hypothetical protein
HFFIBJOL_00486	CDS	510				hypothetical protein
HFFIBJOL_00487	CDS	942				hypothetical protein
HFFIBJOL_00488	CDS	4152	dhbF_4		COG1020	Dimodular nonribosomal peptide synthase
HFFIBJOL_00489	CDS	957	psdht	4.2.1.-		Phenylserine dehydratase
HFFIBJOL_00490	CDS	978				hypothetical protein
HFFIBJOL_00491	CDS	1407	dadD	3.5.4.31		5'-deoxyadenosine deaminase
HFFIBJOL_00492	CDS	828				hypothetical protein
HFFIBJOL_00493	CDS	192				hypothetical protein
HFFIBJOL_00494	CDS	228				hypothetical protein
HFFIBJOL_00495	CDS	1653				hypothetical protein
HFFIBJOL_00496	CDS	1293				hypothetical protein
HFFIBJOL_00497	CDS	816				hypothetical protein
HFFIBJOL_00498	CDS	633	ecfA1	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
HFFIBJOL_00499	CDS	306				hypothetical protein
HFFIBJOL_00500	CDS	624				hypothetical protein
HFFIBJOL_00501	CDS	894	garR_1	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
HFFIBJOL_00502	CDS	846	hyi_1	5.3.1.22	COG3622	Hydroxypyruvate isomerase
HFFIBJOL_00503	CDS	1779	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
HFFIBJOL_00504	CDS	753				hypothetical protein
HFFIBJOL_00505	CDS	561				hypothetical protein
HFFIBJOL_00506	CDS	780	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
HFFIBJOL_00507	CDS	198				hypothetical protein
HFFIBJOL_00508	CDS	471				hypothetical protein
HFFIBJOL_00509	CDS	1230	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
HFFIBJOL_00510	CDS	741				putative HTH-type transcriptional regulator
HFFIBJOL_00511	CDS	558	def_1	3.5.1.88	COG0242	Peptide deformylase
HFFIBJOL_00512	CDS	1239	murT	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
HFFIBJOL_00513	CDS	729	gatD	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
HFFIBJOL_00514	CDS	1026	pfkA2_1	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 2
HFFIBJOL_00515	CDS	966			COG3336	putative protein
HFFIBJOL_00516	CDS	159				hypothetical protein
HFFIBJOL_00517	CDS	435				hypothetical protein
HFFIBJOL_00518	CDS	585				hypothetical protein
HFFIBJOL_00519	CDS	573				hypothetical protein
HFFIBJOL_00520	CDS	1482				hypothetical protein
HFFIBJOL_00521	CDS	843				hypothetical protein
HFFIBJOL_00522	CDS	708				hypothetical protein
HFFIBJOL_00523	CDS	1440	mdtD_1			Putative multidrug resistance protein MdtD
HFFIBJOL_00524	CDS	948	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
HFFIBJOL_00525	CDS	1614	ligB	6.5.1.1	COG1793	DNA ligase B
HFFIBJOL_00526	CDS	897	ngcG_1		COG0395	Diacetylchitobiose uptake system permease protein NgcG
HFFIBJOL_00527	CDS	882	melD_1		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
HFFIBJOL_00528	CDS	1341				hypothetical protein
HFFIBJOL_00529	CDS	834	frlD	2.7.1.-	COG0524	Fructosamine kinase FrlD
HFFIBJOL_00530	CDS	1029	frlB	3.5.-.-	COG2222	Fructosamine deglycase FrlB
HFFIBJOL_00531	CDS	1077	ccpA_1		COG1609	Catabolite control protein A
HFFIBJOL_00532	CDS	1167				hypothetical protein
HFFIBJOL_00533	CDS	315				hypothetical protein
HFFIBJOL_00534	CDS	1185				hypothetical protein
HFFIBJOL_00535	CDS	864				hypothetical protein
HFFIBJOL_00536	CDS	339				hypothetical protein
HFFIBJOL_00537	CDS	807	csqR		COG1349	HTH-type transcriptional repressor CsqR
HFFIBJOL_00538	CDS	1053	gutB_2	1.1.1.-	COG1063	Sorbitol dehydrogenase
HFFIBJOL_00539	CDS	2283				hypothetical protein
HFFIBJOL_00540	CDS	312				hypothetical protein
HFFIBJOL_00541	CDS	912				hypothetical protein
HFFIBJOL_00542	CDS	900				hypothetical protein
HFFIBJOL_00543	CDS	2187	afsR_1		COG3629	Regulatory protein AfsR
HFFIBJOL_00544	CDS	981	sbnA_1	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
HFFIBJOL_00545	CDS	1002	sbnB_1	1.5.1.51	COG2423	N-((2S)-2-amino-2-carboxyethyl)-L-glutamate dehydrogenase
HFFIBJOL_00546	CDS	1875				hypothetical protein
HFFIBJOL_00547	CDS	1215	metB_1	2.5.1.48	COG0626	Cystathionine gamma-synthase
HFFIBJOL_00548	CDS	1341	ydcO		COG3135	Inner membrane protein YdcO
HFFIBJOL_00549	CDS	1209	scmP_1	3.5.1.-	COG1473	N-acetylcysteine deacetylase
HFFIBJOL_00550	CDS	600				hypothetical protein
HFFIBJOL_00551	CDS	522				hypothetical protein
HFFIBJOL_00552	CDS	909	azoB_1	1.7.-.-		NAD(P)H azoreductase
HFFIBJOL_00553	CDS	543				hypothetical protein
HFFIBJOL_00554	CDS	504				hypothetical protein
HFFIBJOL_00555	CDS	1326				hypothetical protein
HFFIBJOL_00556	CDS	699				hypothetical protein
HFFIBJOL_00557	CDS	906				hypothetical protein
HFFIBJOL_00558	CDS	429				hypothetical protein
HFFIBJOL_00559	CDS	657				hypothetical protein
HFFIBJOL_00560	CDS	1125				hypothetical protein
HFFIBJOL_00561	CDS	1563				hypothetical protein
HFFIBJOL_00562	CDS	2319	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
HFFIBJOL_00563	CDS	708	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
HFFIBJOL_00564	CDS	2934	afsR_2		COG3629	Regulatory protein AfsR
HFFIBJOL_00565	CDS	1401	phnY	1.2.1.-		Phosphonoacetaldehyde dehydrogenase
HFFIBJOL_00566	CDS	1017		1.17.1.9		Formate dehydrogenase, mitochondrial
HFFIBJOL_00567	CDS	1266	phpC	1.1.1.309	COG1454	Phosphonoacetaldehyde reductase
HFFIBJOL_00568	CDS	1359	hepD	1.13.11.72		2-hydroxyethylphosphonate dioxygenase
HFFIBJOL_00569	CDS	933	pphA	3.11.1.3		Phosphonopyruvate hydrolase
HFFIBJOL_00570	CDS	1149				hypothetical protein
HFFIBJOL_00571	CDS	825	yfcA_1		COG0730	putative membrane transporter protein YfcA
HFFIBJOL_00572	CDS	660				hypothetical protein
HFFIBJOL_00573	CDS	1326				hypothetical protein
HFFIBJOL_00574	CDS	621				hypothetical protein
HFFIBJOL_00575	CDS	489				hypothetical protein
HFFIBJOL_00576	CDS	963				Zinc-type alcohol dehydrogenase-like protein
HFFIBJOL_00577	CDS	582				hypothetical protein
HFFIBJOL_00578	CDS	549				hypothetical protein
HFFIBJOL_00579	CDS	378				hypothetical protein
HFFIBJOL_00580	CDS	552				hypothetical protein
HFFIBJOL_00581	CDS	1638	tap_1	3.4.14.-		Tripeptidyl aminopeptidase
HFFIBJOL_00582	CDS	705				hypothetical protein
HFFIBJOL_00583	CDS	1332				hypothetical protein
HFFIBJOL_00584	CDS	1401				hypothetical protein
HFFIBJOL_00585	CDS	3162	lgrB_1			Linear gramicidin synthase subunit B
HFFIBJOL_00586	CDS	1161	carC_1	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
HFFIBJOL_00587	CDS	1905	lgrB_2			Linear gramicidin synthase subunit B
HFFIBJOL_00588	CDS	1824	lgrB_3			Linear gramicidin synthase subunit B
HFFIBJOL_00589	CDS	2919				hypothetical protein
HFFIBJOL_00590	CDS	1452	nylA	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
HFFIBJOL_00591	CDS	630				hypothetical protein
HFFIBJOL_00592	CDS	177				hypothetical protein
HFFIBJOL_00593	CDS	822	ureD			Urease accessory protein UreD
HFFIBJOL_00594	CDS	702	ureG		COG0378	Urease accessory protein UreG
HFFIBJOL_00595	CDS	675	ureF			Urease accessory protein UreF
HFFIBJOL_00596	CDS	1722	ureC	3.5.1.5	COG0804	Urease subunit alpha
HFFIBJOL_00597	CDS	312	ureB	3.5.1.5	COG0832	Urease subunit beta
HFFIBJOL_00598	CDS	303	ureA	3.5.1.5		Urease subunit gamma
HFFIBJOL_00599	CDS	981	lieA	3.4.24.-		Leupeptin-inactivating enzyme 1
HFFIBJOL_00600	CDS	342				hypothetical protein
HFFIBJOL_00601	CDS	312				hypothetical protein
HFFIBJOL_00602	CDS	669				hypothetical protein
HFFIBJOL_00603	CDS	645				hypothetical protein
HFFIBJOL_00604	CDS	636	clpP2_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit 2
HFFIBJOL_00605	CDS	306				hypothetical protein
HFFIBJOL_00606	CDS	474				hypothetical protein
HFFIBJOL_00607	CDS	573				hypothetical protein
HFFIBJOL_00608	CDS	429				hypothetical protein
HFFIBJOL_00609	CDS	885				hypothetical protein
HFFIBJOL_00610	CDS	237				hypothetical protein
HFFIBJOL_00611	CDS	1242	bioF_1	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
HFFIBJOL_00612	CDS	1194	bioB	2.8.1.6		Biotin synthase
HFFIBJOL_00613	CDS	1311	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
HFFIBJOL_00614	CDS	687	bioD	6.3.3.3		ATP-dependent dethiobiotin synthetase BioD
HFFIBJOL_00615	CDS	660	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
HFFIBJOL_00616	CDS	1260				hypothetical protein
HFFIBJOL_00617	CDS	165				hypothetical protein
HFFIBJOL_00618	CDS	576				hypothetical protein
HFFIBJOL_00619	CDS	918	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HFFIBJOL_00620	CDS	2577				hypothetical protein
HFFIBJOL_00621	CDS	891	ssuD_1	1.14.14.5		Alkanesulfonate monooxygenase
HFFIBJOL_00622	CDS	429	ypeA_1	2.3.1.-	COG0456	Acetyltransferase YpeA
HFFIBJOL_00623	CDS	1341				hypothetical protein
HFFIBJOL_00624	CDS	1053			COG1253	putative protein
HFFIBJOL_00625	CDS	771				hypothetical protein
HFFIBJOL_00626	CDS	405				hypothetical protein
HFFIBJOL_00627	CDS	1884				hypothetical protein
HFFIBJOL_00628	CDS	657				hypothetical protein
HFFIBJOL_00629	CDS	918	cynR_1			HTH-type transcriptional regulator CynR
HFFIBJOL_00630	CDS	1407				hypothetical protein
HFFIBJOL_00631	CDS	810				hypothetical protein
HFFIBJOL_00632	CDS	1434	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
HFFIBJOL_00633	CDS	576	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
HFFIBJOL_00634	CDS	1614	proP_1			Proline/betaine transporter
HFFIBJOL_00635	CDS	453				hypothetical protein
HFFIBJOL_00636	CDS	1158	nagC_1		COG1940	N-acetylglucosamine repressor
HFFIBJOL_00637	CDS	684	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
HFFIBJOL_00638	CDS	153				hypothetical protein
HFFIBJOL_00639	CDS	369				hypothetical protein
HFFIBJOL_00640	CDS	753	nagR_1		COG2188	HTH-type transcriptional repressor NagR
HFFIBJOL_00641	CDS	888	sigJ_2			ECF RNA polymerase sigma factor SigJ
HFFIBJOL_00642	CDS	873			COG0596	putative protein
HFFIBJOL_00643	CDS	1617				hypothetical protein
HFFIBJOL_00644	CDS	1392				hypothetical protein
HFFIBJOL_00645	CDS	1383				hypothetical protein
HFFIBJOL_00646	CDS	1083				hypothetical protein
HFFIBJOL_00647	CDS	1695				hypothetical protein
HFFIBJOL_00648	CDS	1383				hypothetical protein
HFFIBJOL_00649	CDS	843	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
HFFIBJOL_00650	CDS	498	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
HFFIBJOL_00651	CDS	447	lrpC_1		COG1522	HTH-type transcriptional regulator LrpC
HFFIBJOL_00652	CDS	3186				hypothetical protein
HFFIBJOL_00653	CDS	1167	sbcD			Nuclease SbcCD subunit D
HFFIBJOL_00654	CDS	909				hypothetical protein
HFFIBJOL_00655	CDS	1296				hypothetical protein
HFFIBJOL_00656	CDS	1992	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HFFIBJOL_00657	CDS	1404				hypothetical protein
HFFIBJOL_00658	CDS	1545				hypothetical protein
HFFIBJOL_00659	CDS	1002				hypothetical protein
HFFIBJOL_00660	CDS	249	whiB1_1			Transcriptional regulator WhiB1
HFFIBJOL_00661	CDS	531				hypothetical protein
HFFIBJOL_00662	CDS	666	lepB_1	3.4.21.89	COG0681	Signal peptidase I
HFFIBJOL_00663	CDS	150				hypothetical protein
HFFIBJOL_00664	CDS	4230	dltA_1	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
HFFIBJOL_00665	CDS	672				hypothetical protein
HFFIBJOL_00666	CDS	351				hypothetical protein
HFFIBJOL_00667	CDS	210				hypothetical protein
HFFIBJOL_00668	CDS	459				hypothetical protein
HFFIBJOL_00669	CDS	885				hypothetical protein
HFFIBJOL_00670	CDS	846				hypothetical protein
HFFIBJOL_00671	CDS	405				hypothetical protein
HFFIBJOL_00672	CDS	549				hypothetical protein
HFFIBJOL_00673	CDS	1185				hypothetical protein
HFFIBJOL_00674	CDS	144				hypothetical protein
HFFIBJOL_00675	CDS	105				hypothetical protein
HFFIBJOL_00676	CDS	198	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
HFFIBJOL_00677	CDS	432				hypothetical protein
HFFIBJOL_00678	CDS	672				hypothetical protein
HFFIBJOL_00679	CDS	2886	nasD_1	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
HFFIBJOL_00680	CDS	804				hypothetical protein
HFFIBJOL_00681	CDS	312				hypothetical protein
HFFIBJOL_00682	CDS	834	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
HFFIBJOL_00683	CDS	2301	pflB	2.3.1.54		Formate acetyltransferase
HFFIBJOL_00684	CDS	870			COG0589	Universal stress protein/MSMEI_3859
HFFIBJOL_00685	CDS	501				putative protein
HFFIBJOL_00686	CDS	1719	devS_1	2.7.13.3	COG2203	Oxygen sensor histidine kinase response regulator DevS/DosS
HFFIBJOL_00687	CDS	693	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
HFFIBJOL_00688	CDS	735	devR_1		COG2197	DNA-binding transcriptional activator DevR/DosR
HFFIBJOL_00689	CDS	720	narX_3		COG2180	Nitrate reductase-like protein NarX
HFFIBJOL_00690	CDS	657				hypothetical protein
HFFIBJOL_00691	CDS	1755	narY_2	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
HFFIBJOL_00692	CDS	3714	narG_3	1.7.5.1	COG5013	Nitrate reductase alpha subunit
HFFIBJOL_00693	CDS	1530	hemY_1	1.3.3.4	COG1232	Protoporphyrinogen oxidase
HFFIBJOL_00694	CDS	1248	narK2		COG2223	putative nitrate/nitrite transporter NarK2
HFFIBJOL_00695	CDS	795	narX_4		COG2180	Nitrate reductase-like protein NarX
HFFIBJOL_00696	CDS	762				hypothetical protein
HFFIBJOL_00697	CDS	1545	narY_3	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
HFFIBJOL_00698	CDS	3693	narG_4	1.7.5.1	COG5013	Nitrate reductase alpha subunit
HFFIBJOL_00699	CDS	1296	mftC	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC
HFFIBJOL_00700	CDS	963				hypothetical protein
HFFIBJOL_00701	CDS	1914	cocE_1	3.1.1.84		Cocaine esterase
HFFIBJOL_00702	CDS	1194		1.13.12.4	COG1304	Lactate 2-monooxygenase
HFFIBJOL_00703	CDS	333				hypothetical protein
HFFIBJOL_00704	CDS	3093	tycC			Tyrocidine synthase 3
HFFIBJOL_00705	CDS	1332				hypothetical protein
HFFIBJOL_00706	CDS	261	tycB			Tyrocidine synthase 2
HFFIBJOL_00707	CDS	912				hypothetical protein
HFFIBJOL_00708	CDS	966				hypothetical protein
HFFIBJOL_00709	CDS	1359	lgrD_2			Linear gramicidin synthase subunit D
HFFIBJOL_00710	CDS	1032	tgnB_1	1.14.14.-	COG2141	Flavin-dependent trigonelline monooxygenase, oxygenase component
HFFIBJOL_00711	CDS	4776				hypothetical protein
HFFIBJOL_00712	CDS	1917	grsB			Gramicidin S synthase 2
HFFIBJOL_00713	CDS	1125				hypothetical protein
HFFIBJOL_00714	CDS	1251				hypothetical protein
HFFIBJOL_00715	CDS	1275	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
HFFIBJOL_00716	CDS	1458	aroA1	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase 1
HFFIBJOL_00717	CDS	1092	tolB_1			Tol-Pal system protein TolB
HFFIBJOL_00718	CDS	2178				hypothetical protein
HFFIBJOL_00719	CDS	1302	pgl_1	3.1.1.31		6-phosphogluconolactonase
HFFIBJOL_00720	CDS	1728			COG0659	putative sulfate transporter
HFFIBJOL_00721	CDS	1332	yegS_1	2.7.1.-		lipid kinase YegS
HFFIBJOL_00722	CDS	1341	tet(X)_1	1.14.13.231		Flavin-dependent monooxygenase
HFFIBJOL_00723	CDS	507				hypothetical protein
HFFIBJOL_00724	CDS	387				hypothetical protein
HFFIBJOL_00725	CDS	1113				hypothetical protein
HFFIBJOL_00726	CDS	930	fdnH		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
HFFIBJOL_00727	CDS	3249	fdoG	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
HFFIBJOL_00728	CDS	1479	speA	4.1.1.19	COG1982	Arginine decarboxylase
HFFIBJOL_00729	CDS	546	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
HFFIBJOL_00730	CDS	408				hypothetical protein
HFFIBJOL_00731	CDS	192				hypothetical protein
HFFIBJOL_00732	CDS	798				hypothetical protein
HFFIBJOL_00733	CDS	936				hypothetical protein
HFFIBJOL_00734	CDS	1110				hypothetical protein
HFFIBJOL_00735	CDS	621	yigZ		COG1739	IMPACT family member YigZ
HFFIBJOL_00736	CDS	1494				hypothetical protein
HFFIBJOL_00737	CDS	357				hypothetical protein
HFFIBJOL_00738	CDS	321				hypothetical protein
HFFIBJOL_00739	CDS	417				hypothetical protein
HFFIBJOL_00740	CDS	579				hypothetical protein
HFFIBJOL_00741	CDS	579				hypothetical protein
HFFIBJOL_00742	CDS	573	sutR_1		COG1396	HTH-type transcriptional regulator SutR
HFFIBJOL_00743	CDS	609				hypothetical protein
HFFIBJOL_00744	CDS	1218	pikC_1	1.14.15.33		Cytochrome P450 monooxygenase PikC
HFFIBJOL_00745	CDS	969	yerB			Putative lipoprotein YerB
HFFIBJOL_00746	CDS	780				hypothetical protein
HFFIBJOL_00747	CDS	804	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
HFFIBJOL_00748	CDS	180				hypothetical protein
HFFIBJOL_00749	CDS	198				hypothetical protein
HFFIBJOL_00750	CDS	825				hypothetical protein
HFFIBJOL_00751	CDS	216				hypothetical protein
HFFIBJOL_00752	CDS	492				hypothetical protein
HFFIBJOL_00753	CDS	606	rosB	2.6.1.114		8-demethyl-8-aminoriboflavin-5'-phosphate synthase
HFFIBJOL_00754	CDS	1038				hypothetical protein
HFFIBJOL_00755	CDS	120				hypothetical protein
HFFIBJOL_00756	CDS	885	yghA	1.-.-.-		putative oxidoreductase YghA
HFFIBJOL_00757	CDS	468				hypothetical protein
HFFIBJOL_00758	CDS	396				hypothetical protein
HFFIBJOL_00759	CDS	741				hypothetical protein
HFFIBJOL_00760	CDS	1044	ppx1_1	3.6.1.11	COG0248	Exopolyphosphatase 1
HFFIBJOL_00761	CDS	336				hypothetical protein
HFFIBJOL_00762	CDS	300				hypothetical protein
HFFIBJOL_00763	CDS	963	ligD_1		COG1793	Multifunctional non-homologous end joining DNA repair protein LigD
HFFIBJOL_00764	CDS	534	yrdA		COG0663	Protein YrdA
HFFIBJOL_00765	CDS	1026				hypothetical protein
HFFIBJOL_00766	CDS	1794				hypothetical protein
HFFIBJOL_00767	CDS	651			COG0586	putative membrane protein
HFFIBJOL_00768	CDS	471				hypothetical protein
HFFIBJOL_00769	CDS	1347				hypothetical protein
HFFIBJOL_00770	CDS	960				hypothetical protein
HFFIBJOL_00771	CDS	843				hypothetical protein
HFFIBJOL_00772	CDS	1176	tuf_1		COG0050	Elongation factor Tu
HFFIBJOL_00773	CDS	219				hypothetical protein
HFFIBJOL_00774	CDS	702				hypothetical protein
HFFIBJOL_00775	CDS	888	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
HFFIBJOL_00776	CDS	159				hypothetical protein
HFFIBJOL_00777	CDS	405				hypothetical protein
HFFIBJOL_00778	CDS	1524				hypothetical protein
HFFIBJOL_00779	CDS	1509	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
