locus_tag	ftype	length_bp	gene	EC_number	COG	product
FGFFFLIJ_00381	CDS	1233	tolB_1			Tol-Pal system protein TolB
FGFFFLIJ_00382	CDS	576				hypothetical protein
FGFFFLIJ_00383	CDS	813	nimR_2			HTH-type transcriptional regulator NimR
FGFFFLIJ_00384	CDS	879	dhmA_1	3.8.1.5		Haloalkane dehalogenase
FGFFFLIJ_00385	CDS	603				hypothetical protein
FGFFFLIJ_00386	CDS	1278	fes_2		COG2382	Enterochelin esterase
FGFFFLIJ_00387	CDS	1260				putative transporter
FGFFFLIJ_00388	CDS	990				hypothetical protein
FGFFFLIJ_00389	CDS	1089	yncE		COG3391	putative protein YncE
FGFFFLIJ_00390	CDS	3963	dhbF_1		COG1020	Dimodular nonribosomal peptide synthase
FGFFFLIJ_00391	CDS	231	dhbB_1	3.3.2.1	COG1535	Isochorismatase
FGFFFLIJ_00392	CDS	978	yfiY_2		COG0614	putative siderophore-binding lipoprotein YfiY
FGFFFLIJ_00393	CDS	1089	fepD_2		COG0609	Ferric enterobactin transport system permease protein FepD
FGFFFLIJ_00394	CDS	1158	feuC		COG0609	Iron-uptake system permease protein FeuC
FGFFFLIJ_00395	CDS	999	ispH2_1	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 2
FGFFFLIJ_00396	CDS	1398				hypothetical protein
FGFFFLIJ_00397	CDS	777		1.1.1.393	COG1028	3-beta-hydroxycholanate 3-dehydrogenase (NADP(+))
FGFFFLIJ_00398	CDS	309				hypothetical protein
FGFFFLIJ_00399	CDS	585				hypothetical protein
FGFFFLIJ_00400	CDS	813				hypothetical protein
FGFFFLIJ_00401	CDS	384				hypothetical protein
FGFFFLIJ_00402	CDS	222				hypothetical protein
FGFFFLIJ_00403	CDS	639				hypothetical protein
FGFFFLIJ_00404	CDS	774				hypothetical protein
FGFFFLIJ_00405	CDS	543				hypothetical protein
FGFFFLIJ_00406	CDS	2640				hypothetical protein
FGFFFLIJ_00407	CDS	591				hypothetical protein
FGFFFLIJ_00408	CDS	852	tam_1	2.1.1.144		Trans-aconitate 2-methyltransferase
FGFFFLIJ_00409	CDS	237	gph_1	3.1.3.18		Phosphoglycolate phosphatase
FGFFFLIJ_00410	CDS	174				hypothetical protein
FGFFFLIJ_00411	CDS	984	cdhR_2		COG4977	HTH-type transcriptional regulator CdhR
FGFFFLIJ_00412	CDS	468				hypothetical protein
FGFFFLIJ_00413	CDS	288				hypothetical protein
FGFFFLIJ_00414	CDS	687			COG1926	putative protein
FGFFFLIJ_00415	CDS	1350			COG1926	putative protein
FGFFFLIJ_00416	CDS	681			COG1926	Putative phosphoribosyl transferase
FGFFFLIJ_00417	CDS	1494	hisC_3	2.6.1.9		Histidinol-phosphate aminotransferase
FGFFFLIJ_00418	CDS	354				hypothetical protein
FGFFFLIJ_00419	CDS	984				hypothetical protein
FGFFFLIJ_00420	CDS	1203				hypothetical protein
FGFFFLIJ_00421	CDS	918			COG3039	IS5 family transposase IS4811
FGFFFLIJ_00422	CDS	909	qorA_1	1.6.5.5	COG0604	Quinone oxidoreductase 1
FGFFFLIJ_00423	CDS	993	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
FGFFFLIJ_00424	CDS	282				hypothetical protein
FGFFFLIJ_00425	CDS	324				hypothetical protein
FGFFFLIJ_00426	CDS	474	cadI		COG0346	Cadmium-induced protein CadI
FGFFFLIJ_00427	CDS	378				hypothetical protein
FGFFFLIJ_00428	CDS	1122	acr3		COG0798	Arsenical-resistance protein Acr3
FGFFFLIJ_00429	CDS	495	arsC	1.20.4.4		Arsenate reductase
FGFFFLIJ_00430	CDS	1284				hypothetical protein
FGFFFLIJ_00431	CDS	837	rhaS_1			HTH-type transcriptional activator RhaS
FGFFFLIJ_00432	CDS	939	cysL		COG0583	HTH-type transcriptional regulator CysL
FGFFFLIJ_00433	CDS	1008	yfmJ_1	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
FGFFFLIJ_00434	CDS	1962	bmrA_1	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
FGFFFLIJ_00435	CDS	417				hypothetical protein
FGFFFLIJ_00436	CDS	258				hypothetical protein
FGFFFLIJ_00437	CDS	1857				hypothetical protein
FGFFFLIJ_00438	CDS	108				hypothetical protein
FGFFFLIJ_00439	CDS	99				hypothetical protein
FGFFFLIJ_00440	CDS	750				hypothetical protein
FGFFFLIJ_00441	CDS	600				hypothetical protein
FGFFFLIJ_00442	CDS	1245				hypothetical protein
FGFFFLIJ_00443	CDS	891				hypothetical protein
FGFFFLIJ_00444	CDS	471				hypothetical protein
FGFFFLIJ_00445	CDS	1017	sigJ_2			ECF RNA polymerase sigma factor SigJ
FGFFFLIJ_00446	CDS	783				hypothetical protein
FGFFFLIJ_00447	CDS	372				hypothetical protein
FGFFFLIJ_00448	CDS	321				hypothetical protein
FGFFFLIJ_00449	CDS	3099			COG0247	putative protein
FGFFFLIJ_00450	CDS	1755		3.2.1.28	COG3387	Trehalase
FGFFFLIJ_00451	CDS	1029	drrA_1	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
FGFFFLIJ_00452	CDS	819	drrB_1			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
FGFFFLIJ_00453	CDS	1620				hypothetical protein
FGFFFLIJ_00454	CDS	762	tipA_1			HTH-type transcriptional activator TipA
FGFFFLIJ_00455	CDS	3690	narG_1	1.7.5.1	COG5013	Nitrate reductase alpha subunit
FGFFFLIJ_00456	CDS	1641	narY_1	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
FGFFFLIJ_00457	CDS	627				hypothetical protein
FGFFFLIJ_00458	CDS	807	narX_1		COG2180	Nitrate reductase-like protein NarX
FGFFFLIJ_00459	CDS	933				hypothetical protein
FGFFFLIJ_00460	CDS	1284	icl	4.1.3.1	COG2224	Isocitrate lyase
FGFFFLIJ_00461	CDS	1599	aceB_1	2.3.3.9		Malate synthase
FGFFFLIJ_00462	CDS	870	fadB2_1	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
FGFFFLIJ_00463	CDS	1140	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
FGFFFLIJ_00464	CDS	906	mmgF	4.1.3.-	COG2513	2-methylisocitrate lyase
FGFFFLIJ_00465	CDS	1509	prpD2	4.2.1.79	COG2079	2-methylcitrate dehydratase 2
FGFFFLIJ_00466	CDS	1443	prpR		COG1396	HTH-type transcriptional regulator PrpR
FGFFFLIJ_00467	CDS	570	paoA_1	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
FGFFFLIJ_00468	CDS	999	paoB_1	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
FGFFFLIJ_00469	CDS	2229	paoC_1	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
FGFFFLIJ_00470	CDS	210				hypothetical protein
FGFFFLIJ_00471	CDS	756	embR_1		COG1716	Transcriptional regulatory protein EmbR
FGFFFLIJ_00472	CDS	1692	otr(B)			oxytetracycline resistance efflux MFS transporter OtrB
FGFFFLIJ_00473	CDS	498				hypothetical protein
FGFFFLIJ_00474	CDS	1278		2.3.1.-	COG0304	Actinorhodin polyketide putative beta-ketoacyl synthase 1
FGFFFLIJ_00475	CDS	1269		2.3.1.-	COG0304	Actinorhodin polyketide putative beta-ketoacyl synthase 2
FGFFFLIJ_00476	CDS	288				Oxytetracycline polyketide synthase acyl carrier protein
FGFFFLIJ_00477	CDS	1839	asnO_2	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 3
FGFFFLIJ_00478	CDS	1257	oxyE_1	1.14.13.232		6-methylpretetramide 4-monooxygenase
FGFFFLIJ_00479	CDS	1038	mmcR_1	2.1.1.316		Mitomycin biosynthesis 6-O-methyltransferase
FGFFFLIJ_00480	CDS	1935	menE_2	6.2.1.26		2-succinylbenzoate--CoA ligase
FGFFFLIJ_00481	CDS	453				hypothetical protein
FGFFFLIJ_00482	CDS	792	actIII	1.3.1.-		Putative ketoacyl reductase
FGFFFLIJ_00483	CDS	954				hypothetical protein
FGFFFLIJ_00484	CDS	1674	oxyL	1.14.13.232		6-methylpretetramide 4-monooxygenase
FGFFFLIJ_00485	CDS	759	fabL	1.3.1.104		Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL
FGFFFLIJ_00486	CDS	774	kynB	3.5.1.9		Kynurenine formamidase
FGFFFLIJ_00487	CDS	1038				hypothetical protein
FGFFFLIJ_00488	CDS	1023	ppsE_2	2.3.1.41	COG3321	Phthiocerol synthesis polyketide synthase type I PpsE
FGFFFLIJ_00489	CDS	1080	dapL_1	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
FGFFFLIJ_00490	CDS	429	oxyR_1	1.3.98.4		5a,11a-dehydrotetracycline/5a,11a-dehydrooxytetracycline reductase
FGFFFLIJ_00491	CDS	1512	oxyS_2	1.14.13.234		12-dehydrotetracycline 5-monooxygenase/anhydrotetracycline 6-monooxygenase
FGFFFLIJ_00492	CDS	1035	oxyT	2.1.1.335		N,N-dimethyltransferase OxyT
FGFFFLIJ_00493	CDS	1986	otr(A)			tetracycline resistance ribosomal protection protein Otr(A)
FGFFFLIJ_00494	CDS	714	lnrK_1		COG2197	Transcriptional regulatory protein LnrK
FGFFFLIJ_00495	CDS	816				hypothetical protein
FGFFFLIJ_00496	CDS	906				hypothetical protein
FGFFFLIJ_00497	CDS	243				hypothetical protein
FGFFFLIJ_00498	CDS	495				hypothetical protein
FGFFFLIJ_00499	CDS	594				hypothetical protein
FGFFFLIJ_00500	CDS	1251	mycG_2	1.14.-.-		Mycinamicin IV hydroxylase/epoxidase
FGFFFLIJ_00501	CDS	873		2.1.1.255		Geranyl diphosphate 2-C-methyltransferase
FGFFFLIJ_00502	CDS	1062		4.2.3.118		2-methylisoborneol synthase
FGFFFLIJ_00503	CDS	1455				hypothetical protein
FGFFFLIJ_00504	CDS	444		1.1.98.-		F420H(2)-dependent quinone reductase
FGFFFLIJ_00505	CDS	528				hypothetical protein
FGFFFLIJ_00506	CDS	474				hypothetical protein
FGFFFLIJ_00507	CDS	888				hypothetical protein
FGFFFLIJ_00508	CDS	483	gyrB_1	5.6.2.2		DNA gyrase subunit B
FGFFFLIJ_00509	CDS	2091	gyrBR_1	5.6.2.2		DNA gyrase subunit B, novobiocin-resistant
FGFFFLIJ_00510	CDS	1287				hypothetical protein
FGFFFLIJ_00511	CDS	447				hypothetical protein
FGFFFLIJ_00512	CDS	669	cmoM_1	2.1.1.-		tRNA 5-carboxymethoxyuridine methyltransferase
FGFFFLIJ_00513	CDS	2568				hypothetical protein
FGFFFLIJ_00514	CDS	3519				hypothetical protein
FGFFFLIJ_00515	CDS	840				hypothetical protein
FGFFFLIJ_00516	CDS	1302				hypothetical protein
FGFFFLIJ_00517	CDS	1428				hypothetical protein
FGFFFLIJ_00518	CDS	774				hypothetical protein
FGFFFLIJ_00519	CDS	525				hypothetical protein
FGFFFLIJ_00520	CDS	183				hypothetical protein
FGFFFLIJ_00521	CDS	879	pcm_3	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
FGFFFLIJ_00522	CDS	135				hypothetical protein
FGFFFLIJ_00523	CDS	396				hypothetical protein
FGFFFLIJ_00524	CDS	1974				hypothetical protein
FGFFFLIJ_00525	CDS	339				hypothetical protein
FGFFFLIJ_00526	CDS	945				hypothetical protein
FGFFFLIJ_00527	CDS	468				hypothetical protein
FGFFFLIJ_00528	CDS	513				hypothetical protein
FGFFFLIJ_00529	CDS	276				hypothetical protein
FGFFFLIJ_00530	CDS	729				hypothetical protein
FGFFFLIJ_00531	CDS	165				hypothetical protein
FGFFFLIJ_00532	CDS	1071				hypothetical protein
FGFFFLIJ_00533	CDS	783				hypothetical protein
FGFFFLIJ_00534	CDS	201				hypothetical protein
FGFFFLIJ_00535	CDS	258				hypothetical protein
FGFFFLIJ_00536	CDS	630	thpR_1	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
FGFFFLIJ_00537	CDS	714				hypothetical protein
FGFFFLIJ_00538	CDS	96				hypothetical protein
FGFFFLIJ_00539	CDS	603	pikAII	2.3.1.239		Narbonolide/10-deoxymethynolide synthase PikA2, modules 3 and 4
FGFFFLIJ_00540	CDS	219				hypothetical protein
FGFFFLIJ_00541	CDS	240				hypothetical protein
FGFFFLIJ_00542	CDS	129				hypothetical protein
FGFFFLIJ_00543	CDS	693				hypothetical protein
FGFFFLIJ_00544	CDS	729				hypothetical protein
FGFFFLIJ_00545	CDS	768				hypothetical protein
FGFFFLIJ_00546	CDS	729				hypothetical protein
FGFFFLIJ_00547	CDS	348				hypothetical protein
FGFFFLIJ_00548	CDS	996				hypothetical protein
FGFFFLIJ_00549	CDS	483	sigF_1		COG1191	RNA polymerase sigma factor SigF
FGFFFLIJ_00550	CDS	381				hypothetical protein
FGFFFLIJ_00551	CDS	1443				hypothetical protein
FGFFFLIJ_00552	CDS	174				hypothetical protein
FGFFFLIJ_00553	CDS	189				hypothetical protein
FGFFFLIJ_00554	CDS	837				hypothetical protein
FGFFFLIJ_00555	CDS	1152		1.-.-.-	COG1018	NADPH oxidoreductase
FGFFFLIJ_00556	CDS	1143	desA3	1.14.19.-	COG3239	NADPH-dependent stearoyl-CoA 9-desaturase
FGFFFLIJ_00557	CDS	555				hypothetical protein
FGFFFLIJ_00558	CDS	384				hypothetical protein
FGFFFLIJ_00559	CDS	459				hypothetical protein
FGFFFLIJ_00560	CDS	999				hypothetical protein
FGFFFLIJ_00561	CDS	147				hypothetical protein
FGFFFLIJ_00562	CDS	249				hypothetical protein
FGFFFLIJ_00563	CDS	588				hypothetical protein
FGFFFLIJ_00564	CDS	405				IS701 family transposase ISRhosp4
FGFFFLIJ_00565	CDS	381			COG3039	IS5 family transposase ISSgr2
FGFFFLIJ_00566	CDS	555				hypothetical protein
FGFFFLIJ_00567	CDS	312			COG3039	IS5 family transposase ISSan1
FGFFFLIJ_00568	CDS	279				hypothetical protein
FGFFFLIJ_00569	CDS	567				hypothetical protein
FGFFFLIJ_00570	CDS	471				hypothetical protein
FGFFFLIJ_00571	CDS	1791	ltrA_1		COG3344	Group II intron-encoded protein LtrA
FGFFFLIJ_00572	CDS	1203				IS110 family transposase ISSam1
FGFFFLIJ_00573	CDS	555				hypothetical protein
FGFFFLIJ_00574	CDS	738				hypothetical protein
FGFFFLIJ_00575	CDS	708				hypothetical protein
FGFFFLIJ_00576	CDS	636				hypothetical protein
FGFFFLIJ_00577	CDS	438	sapA			Spore-associated protein A
FGFFFLIJ_00578	CDS	486				hypothetical protein
FGFFFLIJ_00579	CDS	183				hypothetical protein
FGFFFLIJ_00580	CDS	276				hypothetical protein
FGFFFLIJ_00581	CDS	1386				hypothetical protein
FGFFFLIJ_00582	CDS	1155	xerC_1			Tyrosine recombinase XerC
FGFFFLIJ_00583	CDS	573				hypothetical protein
FGFFFLIJ_00584	CDS	1575				hypothetical protein
FGFFFLIJ_00585	CDS	162				hypothetical protein
FGFFFLIJ_00586	CDS	1338				hypothetical protein
FGFFFLIJ_00587	CDS	543	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
FGFFFLIJ_00588	CDS	1323				hypothetical protein
FGFFFLIJ_00589	CDS	921				hypothetical protein
FGFFFLIJ_00590	CDS	237				hypothetical protein
FGFFFLIJ_00591	CDS	504				hypothetical protein
FGFFFLIJ_00592	CDS	420				hypothetical protein
FGFFFLIJ_00593	CDS	477				hypothetical protein
FGFFFLIJ_00594	CDS	615				hypothetical protein
FGFFFLIJ_00595	CDS	243				hypothetical protein
FGFFFLIJ_00596	CDS	1038				hypothetical protein
FGFFFLIJ_00597	CDS	525				hypothetical protein
FGFFFLIJ_00598	CDS	672				hypothetical protein
FGFFFLIJ_00599	CDS	1578				hypothetical protein
FGFFFLIJ_00600	CDS	132				hypothetical protein
FGFFFLIJ_00601	CDS	231				hypothetical protein
FGFFFLIJ_00602	CDS	1242				hypothetical protein
FGFFFLIJ_00603	CDS	849				hypothetical protein
FGFFFLIJ_00604	CDS	210				hypothetical protein
FGFFFLIJ_00605	CDS	276				hypothetical protein
FGFFFLIJ_00606	CDS	690				hypothetical protein
FGFFFLIJ_00607	CDS	624	arpA_1			A-factor receptor protein
FGFFFLIJ_00608	CDS	1362				hypothetical protein
FGFFFLIJ_00609	CDS	147				hypothetical protein
FGFFFLIJ_00610	CDS	891				hypothetical protein
FGFFFLIJ_00611	CDS	708				hypothetical protein
FGFFFLIJ_00612	CDS	642	whiB_1			Transcriptional regulator WhiB
FGFFFLIJ_00613	CDS	1557				hypothetical protein
FGFFFLIJ_00614	CDS	192				hypothetical protein
FGFFFLIJ_00615	CDS	234				hypothetical protein
FGFFFLIJ_00616	CDS	525				hypothetical protein
FGFFFLIJ_00617	CDS	1719				hypothetical protein
FGFFFLIJ_00618	CDS	402				hypothetical protein
FGFFFLIJ_00619	CDS	693				hypothetical protein
FGFFFLIJ_00620	CDS	285				hypothetical protein
FGFFFLIJ_00621	CDS	123				hypothetical protein
FGFFFLIJ_00622	CDS	300				hypothetical protein
FGFFFLIJ_00623	CDS	1779	ltrA_2		COG3344	Group II intron-encoded protein LtrA
FGFFFLIJ_00624	CDS	162				hypothetical protein
FGFFFLIJ_00625	CDS	273				hypothetical protein
FGFFFLIJ_00626	CDS	822				hypothetical protein
FGFFFLIJ_00627	CDS	291				hypothetical protein
FGFFFLIJ_00628	CDS	285				hypothetical protein
FGFFFLIJ_00629	CDS	150				hypothetical protein
FGFFFLIJ_00630	CDS	228				hypothetical protein
FGFFFLIJ_00631	CDS	408				hypothetical protein
FGFFFLIJ_00632	CDS	7440	pks5_1	2.3.1.-	COG3321	Mycocerosic acid synthase-like polyketide synthase
FGFFFLIJ_00633	CDS	381				hypothetical protein
FGFFFLIJ_00634	CDS	1029				hypothetical protein
FGFFFLIJ_00635	CDS	480				hypothetical protein
FGFFFLIJ_00636	CDS	873				hypothetical protein
FGFFFLIJ_00637	CDS	1230	purD_1	6.3.4.13		Phosphoribosylamine--glycine ligase
FGFFFLIJ_00638	CDS	333				hypothetical protein
FGFFFLIJ_00639	CDS	1224				hypothetical protein
FGFFFLIJ_00640	CDS	513				hypothetical protein
FGFFFLIJ_00641	CDS	834				hypothetical protein
FGFFFLIJ_00642	CDS	396				hypothetical protein
FGFFFLIJ_00643	CDS	444				hypothetical protein
FGFFFLIJ_00644	CDS	468				hypothetical protein
FGFFFLIJ_00645	CDS	348				hypothetical protein
FGFFFLIJ_00646	CDS	786				hypothetical protein
FGFFFLIJ_00647	CDS	702				hypothetical protein
FGFFFLIJ_00648	CDS	480				hypothetical protein
FGFFFLIJ_00649	CDS	657				hypothetical protein
FGFFFLIJ_00650	CDS	756	dpnA	2.1.1.72		Modification methylase DpnIIB
FGFFFLIJ_00651	CDS	1122				hypothetical protein
FGFFFLIJ_00652	CDS	312				hypothetical protein
FGFFFLIJ_00653	CDS	669				hypothetical protein
FGFFFLIJ_00654	CDS	1362				hypothetical protein
FGFFFLIJ_00655	CDS	1473				hypothetical protein
FGFFFLIJ_00656	CDS	453				hypothetical protein
FGFFFLIJ_00657	CDS	1509				hypothetical protein
FGFFFLIJ_00658	CDS	567				hypothetical protein
FGFFFLIJ_00659	CDS	789				hypothetical protein
FGFFFLIJ_00660	CDS	615				hypothetical protein
FGFFFLIJ_00661	CDS	681				hypothetical protein
FGFFFLIJ_00662	tRNA	95				tRNA-Thr(cgt)
FGFFFLIJ_00663	CDS	456				hypothetical protein
FGFFFLIJ_00664	CDS	345				hypothetical protein
FGFFFLIJ_00665	CDS	1107				hypothetical protein
FGFFFLIJ_00666	CDS	756			COG3039	IS5 family transposase IS1373
FGFFFLIJ_00667	CDS	618				hypothetical protein
FGFFFLIJ_00668	CDS	534				hypothetical protein
FGFFFLIJ_00669	CDS	498				hypothetical protein
FGFFFLIJ_00670	CDS	438				hypothetical protein
FGFFFLIJ_00671	CDS	786				hypothetical protein
FGFFFLIJ_00672	CDS	858				hypothetical protein
FGFFFLIJ_00673	CDS	696				hypothetical protein
FGFFFLIJ_00674	CDS	759				hypothetical protein
FGFFFLIJ_00675	CDS	408				hypothetical protein
FGFFFLIJ_00676	CDS	381				hypothetical protein
FGFFFLIJ_00677	CDS	804				hypothetical protein
FGFFFLIJ_00678	CDS	357				hypothetical protein
FGFFFLIJ_00679	CDS	408				hypothetical protein
FGFFFLIJ_00680	CDS	327				hypothetical protein
FGFFFLIJ_00681	CDS	1788				hypothetical protein
FGFFFLIJ_00682	CDS	612				hypothetical protein
FGFFFLIJ_00683	CDS	801				hypothetical protein
FGFFFLIJ_00684	CDS	426				hypothetical protein
FGFFFLIJ_00685	CDS	741				hypothetical protein
FGFFFLIJ_00686	CDS	1245				hypothetical protein
FGFFFLIJ_00687	CDS	1122				hypothetical protein
FGFFFLIJ_00688	CDS	303				hypothetical protein
FGFFFLIJ_00689	CDS	624	arpA_2			A-factor receptor protein
FGFFFLIJ_00690	CDS	282				hypothetical protein
FGFFFLIJ_00691	CDS	225				hypothetical protein
FGFFFLIJ_00692	CDS	1569				hypothetical protein
FGFFFLIJ_00693	CDS	951				hypothetical protein
FGFFFLIJ_00694	CDS	729				hypothetical protein
FGFFFLIJ_00695	CDS	756				hypothetical protein
FGFFFLIJ_00696	CDS	894				hypothetical protein
FGFFFLIJ_00697	CDS	3726	narG_2	1.7.5.1	COG5013	Nitrate reductase alpha subunit
FGFFFLIJ_00698	CDS	1641	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
FGFFFLIJ_00699	CDS	627				hypothetical protein
FGFFFLIJ_00700	CDS	792	narX_2		COG2180	Nitrate reductase-like protein NarX
FGFFFLIJ_00701	CDS	1056				hypothetical protein
FGFFFLIJ_00702	CDS	1065				hypothetical protein
FGFFFLIJ_00703	CDS	492	liaR_1		COG2197	Transcriptional regulatory protein LiaR
FGFFFLIJ_00704	CDS	1026				hypothetical protein
FGFFFLIJ_00705	CDS	183				hypothetical protein
FGFFFLIJ_00706	CDS	459				hypothetical protein
FGFFFLIJ_00707	CDS	732				hypothetical protein
FGFFFLIJ_00708	CDS	348				hypothetical protein
FGFFFLIJ_00709	CDS	477				hypothetical protein
FGFFFLIJ_00710	CDS	657				hypothetical protein
FGFFFLIJ_00711	CDS	408				hypothetical protein
FGFFFLIJ_00712	CDS	702				hypothetical protein
FGFFFLIJ_00713	CDS	456				hypothetical protein
FGFFFLIJ_00714	CDS	579				hypothetical protein
FGFFFLIJ_00715	CDS	1242				hypothetical protein
FGFFFLIJ_00716	CDS	732				hypothetical protein
FGFFFLIJ_00717	CDS	159				hypothetical protein
FGFFFLIJ_00718	CDS	414				hypothetical protein
FGFFFLIJ_00719	CDS	750				hypothetical protein
FGFFFLIJ_00720	CDS	171				hypothetical protein
FGFFFLIJ_00721	CDS	462				hypothetical protein
FGFFFLIJ_00722	CDS	1227				hypothetical protein
FGFFFLIJ_00723	CDS	198				hypothetical protein
FGFFFLIJ_00724	CDS	498				hypothetical protein
FGFFFLIJ_00725	CDS	924		3.2.1.96		Endo-beta-N-acetylglucosaminidase H
FGFFFLIJ_00726	CDS	771	cypM	2.1.1.301		Cypemycin N-terminal methyltransferase
FGFFFLIJ_00727	CDS	774	liaR_2		COG2197	Transcriptional regulatory protein LiaR
FGFFFLIJ_00728	CDS	444			COG3039	IS5 family transposase IS1647
FGFFFLIJ_00729	CDS	738	cdtB	3.1.-.-		Cytolethal distending toxin subunit B 
FGFFFLIJ_00730	CDS	225				hypothetical protein
FGFFFLIJ_00731	CDS	651				hypothetical protein
FGFFFLIJ_00732	CDS	366				hypothetical protein
FGFFFLIJ_00733	CDS	939				hypothetical protein
FGFFFLIJ_00734	CDS	789	novG_2			Transcriptional regulator NovG
FGFFFLIJ_00735	CDS	252				hypothetical protein
FGFFFLIJ_00736	CDS	795	sprT_1	3.4.21.4	COG5640	Trypsin
FGFFFLIJ_00737	CDS	609				hypothetical protein
FGFFFLIJ_00738	CDS	798				ISKra4 family transposase ISSri1
FGFFFLIJ_00739	CDS	222				hypothetical protein
FGFFFLIJ_00740	CDS	249				hypothetical protein
FGFFFLIJ_00741	CDS	249				hypothetical protein
FGFFFLIJ_00742	CDS	1446	yqiK		COG2268	Inner membrane protein YqiK
FGFFFLIJ_00743	CDS	504				hypothetical protein
FGFFFLIJ_00744	CDS	513	espR_1			Nucleoid-associated protein EspR
FGFFFLIJ_00745	CDS	687				hypothetical protein
FGFFFLIJ_00746	CDS	1182				hypothetical protein
FGFFFLIJ_00747	CDS	1068	cugP_2	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
FGFFFLIJ_00748	CDS	1044				hypothetical protein
FGFFFLIJ_00749	CDS	2574	ramC_1	2.7.-.-	COG0515	putative SapB synthase
FGFFFLIJ_00750	CDS	1641				hypothetical protein
FGFFFLIJ_00751	CDS	741				hypothetical protein
FGFFFLIJ_00752	CDS	735	bcrA_1			Bacitracin transport ATP-binding protein BcrA
FGFFFLIJ_00753	CDS	195				hypothetical protein
FGFFFLIJ_00754	CDS	165				hypothetical protein
FGFFFLIJ_00755	CDS	168				hypothetical protein
FGFFFLIJ_00756	CDS	1218				hypothetical protein
FGFFFLIJ_00757	CDS	1290	argD_1	2.6.1.11	COG4992	Acetylornithine aminotransferase
FGFFFLIJ_00758	CDS	816				hypothetical protein
FGFFFLIJ_00759	CDS	1053				hypothetical protein
FGFFFLIJ_00760	CDS	963				hypothetical protein
FGFFFLIJ_00761	CDS	309				hypothetical protein
FGFFFLIJ_00762	CDS	408			COG3039	IS5 family transposase ISBugl2
FGFFFLIJ_00763	CDS	858				hypothetical protein
FGFFFLIJ_00764	CDS	1134				IS1182 family transposase ISSdi1
FGFFFLIJ_00765	CDS	747				hypothetical protein
FGFFFLIJ_00766	CDS	246			COG3039	IS5 family transposase ISStsp5
FGFFFLIJ_00767	CDS	1122				hypothetical protein
FGFFFLIJ_00768	CDS	2061	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
FGFFFLIJ_00769	CDS	528				hypothetical protein
FGFFFLIJ_00770	CDS	1086				hypothetical protein
FGFFFLIJ_00771	CDS	270				hypothetical protein
FGFFFLIJ_00772	CDS	2157				hypothetical protein
FGFFFLIJ_00773	CDS	108				hypothetical protein
FGFFFLIJ_00774	CDS	867				hypothetical protein
FGFFFLIJ_00775	CDS	594	znuC_1	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
FGFFFLIJ_00776	CDS	168				hypothetical protein
FGFFFLIJ_00777	CDS	6408	pks5_2	2.3.1.-	COG3321	Mycocerosic acid synthase-like polyketide synthase
FGFFFLIJ_00778	CDS	162				hypothetical protein
FGFFFLIJ_00779	CDS	255				hypothetical protein
FGFFFLIJ_00780	CDS	1545	ubiB_1	2.7.-.-		protein kinase UbiB
FGFFFLIJ_00781	CDS	498				hypothetical protein
FGFFFLIJ_00782	CDS	1026				hypothetical protein
FGFFFLIJ_00783	CDS	750	betI_1			HTH-type transcriptional regulator BetI
FGFFFLIJ_00784	CDS	1410	fprA	1.18.1.2	COG0493	NADPH-ferredoxin reductase FprA
FGFFFLIJ_00785	CDS	369				hypothetical protein
